duid,district,lon,lat,height_m,storeys,current_name,proposed_name,grade,name_source,agreeing_sources,confidence,match_distance_m,inside_footprint,method,developer,project,changed
DXB-ALTHAN-65677ea17b,althanyahfifth,55.147921,25.078252,131.0,36,Green Lakes 1,Green Lakes 1,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-f86e59128c,althanyahfifth,55.147605,25.07715,164.0,45,MAG 214,MAG 214,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-d35796f32c,althanyahfifth,55.143837,25.074634,139.4,39,Madina Tower,Madina Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-9fcd0fbc15,althanyahfifth,55.145465,25.074871,167.0,46,Armada Tower 1,Armada Tower 1,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-e5d4735eee,althanyahfifth,55.143231,25.073983,139.4,39,Reef Tower,Reef Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-27913c050d,althanyahfifth,55.14531,25.0755,150.0,41,Armada Tower 3,Armada Tower 3,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-28e1d9aec5,althanyahfifth,55.14599,25.076964,150.0,41,Saba Tower 2,Saba Tower 2,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-4a659de133,althanyahfifth,55.14613,25.076331,150.8,42,Dubai Gate 1,Dubai Gate 1,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-39765e641f,althanyahfifth,55.146842,25.077127,131.0,36,Al Waleed Paradise,Al Waleed Paradise,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-d954d80610,althanyahfifth,55.145355,25.076341,150.0,41,Saba Tower 3,Saba Tower 3,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-d7b818809f,althanyahfifth,55.141065,25.070115,187.0,52,Lake Terrace,Lake Terrace,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-d7d541b520,althanyahfifth,55.140298,25.069897,139.5,39,Indigo Tower,Indigo Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-cc35776c06,althanyahfifth,55.144044,25.069974,184.5,51,Concorde Tower,Concorde Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-df95ee14f8,althanyahfifth,55.140921,25.070708,147.0,41,Lake City Tower,Lake City Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-371aa4a018,althanyahfifth,55.138236,25.067512,146.5,41,Lake View Tower,Lake View Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-72ccc51876,althanyahfifth,55.137641,25.062606,176.0,49,The Dome,The Dome,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-7d4ffe7b4b,althanyahfifth,55.138334,25.063259,149.0,41,Jumeirah Business Centre 4,Jumeirah Business Centre 4,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-0718ac68dc,althanyahfifth,55.137546,25.065784,143.5,40,Dubai Gate 2,Dubai Gate 2,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-8207774d78,althanyahfifth,55.138858,25.064762,151.0,42,Icon Tower 1,Icon Tower 1,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-c361c23ae6,althanyahfifth,55.144716,25.074748,150.0,41,Armada Tower 2,Armada Tower 2,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-64783adfea,althanyahfifth,55.141437,25.067492,188.6,52,Mohammed Ibrahim Tower,Mohammed Ibrahim Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-b40e79b235,althanyahfifth,55.138187,25.06644,129.4,36,Lakeside Residence,Lakeside Residence,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-fc38e7f4e3,althanyahfifth,55.140219,25.065467,151.0,42,Icon Tower 2,Icon Tower 2,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-e4d0df1f33,althanyahfifth,55.142599,25.068671,157.5,43,Silver Tower,Silver Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-c3862dece6,althanyahfifth,55.137611,25.063311,184.5,51,Lake Point Tower,Lake Point Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-9f9307ca70,althanyahfifth,55.141402,25.066917,146.3,41,Gold Crest Views 2,Gold Crest Views 2,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-b809177626,althanyahfifth,55.144035,25.074045,145.8,40,O2 Residence,O2 Residence,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-5db2adb160,althanyahfifth,55.143242,25.069317,157.5,43,Gold Tower,Gold Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-abc69e933a,althanyahfifth,55.142079,25.067506,149.6,42,The Bonnington Tower,The Bonnington Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-f7dcdf8822,althanyahfifth,55.138208,25.06578,152.5,42,Laguna Tower,Laguna Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-ea96f0edbf,althanyahfifth,55.150492,25.077327,148.2,41,LIWA Heights,LIWA Heights,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-be3064585d,althanyahfifth,55.151913,25.078282,159.9,44,V3 Tower,V3 Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-0c919337f6,althanyahfifth,55.151252,25.077577,148.5,41,Jumeirah Business Centre 2,Jumeirah Business Centre 2,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-70738f2e5b,althanyahfifth,55.151069,25.078211,159.0,44,Goldcrest Views 1,Goldcrest Views 1,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-3bfaf31459,althanyahfifth,55.151499,25.080403,106.0,29,Tamweel Tower,Tamweel Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-716b5f2e27,althanyahfifth,55.151577,25.079771,179.0,50,Al Seef Tower 2,Al Seef Tower 2,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-5aeb472c03,althanyahfifth,55.150755,25.079747,160.0,44,Al Seef Tower 3,Al Seef Tower 3,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-9d58586c0c,althanyahfifth,55.153232,25.080248,168.1,47,Jumeirah Bay X3,Jumeirah Bay X3,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-9a3b9ae99b,althanyahfifth,55.152238,25.080305,168.0,46,Jumeirah Bay 1,Jumeirah Bay 1,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-6942156f6b,althanyahfifth,55.149311,25.079109,143.5,40,Fortune Executive,Fortune Executive,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-528a23b585,althanyahfifth,55.153861,25.078102,149.0,41,Jumeirah Business Centre 3,Jumeirah Business Centre 3,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-f719b7c346,althanyahfifth,55.153029,25.077826,160.0,44,Swiss Tower,Swiss Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-53513ac870,althanyahfifth,55.149909,25.076662,148.5,41,Jumeirah Business Center 5,Jumeirah Business Center 5,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-77a58c3fbe,althanyahfifth,55.150088,25.079055,134.0,37,1 Lake Plaza,1 Lake Plaza,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-0d74695017,althanyahfifth,55.153202,25.07841,6.4,2,Lake Shore Tower,Lake Shore Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-3b22aaff76,althanyahfifth,55.138897,25.068701,139.0,38,Fortune Tower,Fortune Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-1f60d013fb,althanyahfifth,55.139524,25.069401,140.0,39,The Palladium,The Palladium,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-a96d9f55b1,althanyahfifth,55.139675,25.068692,165.0,46,Goldcrest Executive Tower,Goldcrest Executive Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-5feec4f6be,althanyahfifth,55.138188,25.06833,138.5,38,Wind Tower 1,Wind Tower 1,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-33030ab92a,althanyahfifth,55.137544,25.067573,136.5,38,Wind Tower 2,Wind Tower 2,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-4b942257a6,althanyahfifth,55.140881,25.07141,136.0,38,Global Lake View,Global Lake View,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-5060804361,althanyahfifth,55.141514,25.072128,150.0,41,Saba Tower 1,Saba Tower 1,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-7f92facaa9,althanyahfifth,55.141691,25.071484,146.0,40,Al Shera Tower,Al Shera Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-3c9aba87cc,althanyahfifth,55.143635,25.07173,152.5,42,Dubai Arch Tower,Dubai Arch Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-48cb54d4dd,althanyahfifth,55.14239,25.07216,134.0,37,HDS Tower,HDS Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-d91aa6125d,althanyahfifth,55.143118,25.072337,122.5,34,Indigo Icon,Indigo Icon,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-ddfbad8552,althanyahfifth,55.143716,25.070978,166.8,46,Jumeirah Business Center 1,Jumeirah Business Center 1,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-68b1f7e8c4,althanyahfifth,55.138161,25.064132,159.9,44,HDS Business Centre,HDS Business Centre,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-9043edbc6a,althanyahfifth,55.139845,25.066972,140.0,39,Vue de Lac K2,Vue de Lac K2,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-ab1197fad4,althanyahfifth,55.139629,25.064781,148.5,41,Jumeirah Business Centre 6,Jumeirah Business Centre 6,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-f55a07fec7,althanyahfifth,55.139863,25.066236,150.0,41,Vue de Lac K1,Vue de Lac K1,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-039526db1b,althanyahfifth,55.143174,25.061302,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-6270856c4d,althanyahfifth,55.137814,25.060479,12.0,4,District Cooling Plant,District Cooling Plant,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-e8ee7223cb,althanyahfifth,55.146877,25.072158,10.2,3,The Palladium,The Palladium,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-4d61b65fd4,althanyahfifth,55.142386,25.072878,147.6,41,Bobyan Tower,Bobyan Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-e717c01142,althanyahfifth,55.147421,25.079871,12.0,4,Sobha Realty,Sobha Realty,MATCHED,osm_en,osm_en,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-8d7d32bac4,althanyahfifth,55.138577,25.070746,12.0,4,DMCC,DMCC,MATCHED,osm_en,osm_en,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-259942f295,althanyahfifth,55.149961,25.079868,143.5,40,Pullman Jumeirah Lake Towers,Pullman Jumeirah Lake Towers,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-87c9bd8cbc,althanyahfifth,55.144379,25.067542,180.0,50,Mazaya AA-1,Mazaya AA-1,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-a1c6365969,althanyahfifth,55.15493,25.07716,10.2,3,"JLT, Red Diamond Building","JLT, Red Diamond Building",MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-70c861a7a3,althanyahfifth,55.154256,25.076885,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-ee00822783,althanyahfifth,55.141627,25.064802,12.0,4,Corporate Tower,Corporate Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-bdb0c5e696,althanyahfifth,55.144397,25.062796,12.0,4,Jumeirah Heights West C,Jumeirah Heights West C,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-23c1524063,althanyahfifth,55.1445,25.061791,12.0,4,Jumeriah Heights West A,Jumeriah Heights West A,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-f730ab727c,althanyahfifth,55.145087,25.062396,12.0,4,Jumeriah Heights West B,Jumeriah Heights West B,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-fba50f6576,althanyahfifth,55.149398,25.066767,12.0,4,Jumeriah Heights East F,Jumeriah Heights East F,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-96e289e9a3,althanyahfifth,55.148229,25.066726,12.0,4,Jumeirah Heights East D,Jumeirah Heights East D,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-a58727917c,althanyahfifth,55.148815,25.066094,12.0,4,Jumeirah Heights East E,Jumeirah Heights East E,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-ebe1a118d4,althanyahfifth,55.159474,25.042728,12.0,4,Jumeirah Park Community Center,Jumeirah Park Community Center,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-f78dbb7483,althanyahfifth,55.157439,25.043648,12.0,4,Dubai British School Jumeirah Park,Dubai British School Jumeirah Park,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-30742a9076,althanyahfifth,55.15593,25.078443,12.0,4,JLT District Cooling Plant,JLT District Cooling Plant,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-ef0cca5fba,althanyahfifth,55.155805,25.07904,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-e4c9be4fde,althanyahfifth,55.159606,25.042507,12.0,4,Carrefour Market,Carrefour Market,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-89a2802771,althanyahfifth,55.150142,25.08035,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-7b271218e6,althanyahfifth,55.139385,25.065576,188.6,52,Preatoni Tower,Preatoni Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-63ededd35d,althanyahfifth,55.145072,25.071103,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-14a81f7c62,althanyahfifth,55.145375,25.070635,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-cf42e9c623,althanyahfifth,55.142499,25.069197,190.0,53,Platinum Tower,Platinum Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-aa7ebcd7a2,althanyahfifth,55.145093,25.068313,180.0,50,Mazaya BB-1,Mazaya BB-1,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-89bf29b8e4,althanyahfifth,55.145873,25.0691,180.0,50,Mazaya BB-2,Mazaya BB-2,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-6ce60a4e5f,althanyahfifth,55.142354,25.065582,188.6,52,Amesco Tower,Amesco Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-3ac99a3499,althanyahfifth,55.145922,25.071878,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-dd559d36ca,althanyahfifth,55.146386,25.071594,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-43d4323e1f,althanyahfifth,55.147184,25.072314,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-df177fff41,althanyahfifth,55.146505,25.072846,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-7bf9d69a44,althanyahfifth,55.146236,25.072553,23.8,7,,Salone Del Mobile,MATCHED,places,places,0.7,0.0,True,place search on the footprint centroid (general_contractor),,,True
DXB-ALTHAN-5b088492fa,althanyahfifth,55.146732,25.072694,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-2af695d976,althanyahfifth,55.146489,25.072436,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-fc24fffb19,althanyahfifth,55.146052,25.072952,12.0,4,Emirates Gold,Emirates Gold,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-fb8da592e9,althanyahfifth,55.148714,25.078289,164.0,45,Green Lakes 2,Green Lakes 2,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-b0551ceb31,althanyahfifth,55.148557,25.078949,131.0,36,Green Lakes 3,Green Lakes 3,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-5831156729,althanyahfifth,55.149283,25.079058,143.5,40,AMCA Auditing And Business Advisors,AMCA Auditing And Business Advisors,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-b7de41eb0a,althanyahfifth,55.152905,25.079798,192.0,53,Jumeirah Bay 2,Jumeirah Bay 2,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-0d77df4da8,althanyahfifth,55.152663,25.076477,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-9665d94bc3,althanyahfifth,55.14963,25.077306,181.9,50,Tiffany Tower,Tiffany Tower,MATCHED,osm,osm,0.9,0.0,True,carried on the footprint by build_anchors,,,False
DXB-ALTHAN-83ebb43dba,althanyahfifth,55.148563,25.075043,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-353e665a98,althanyahfifth,55.148389,25.07522,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-de97548663,althanyahfifth,55.147086,25.073942,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-6233734022,althanyahfifth,55.157036,25.050188,8.0,2,A1,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-92ed825464,althanyahfifth,55.156898,25.0503,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-b0b7631cb6,althanyahfifth,55.156759,25.050409,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-9c00d79a3c,althanyahfifth,55.156598,25.050523,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-2255c366d8,althanyahfifth,55.156443,25.050651,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-c7a997e070,althanyahfifth,55.156319,25.050768,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-1d638f7acd,althanyahfifth,55.156168,25.050881,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-dbb5b3d74a,althanyahfifth,55.156029,25.050991,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-86dbaf8108,althanyahfifth,55.155882,25.0511,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-d05aa41070,althanyahfifth,55.155748,25.051208,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-4ca6d0e9df,althanyahfifth,55.155621,25.051325,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-6fa8a1dfb5,althanyahfifth,55.155419,25.051516,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-6342267cf9,althanyahfifth,55.155276,25.051624,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-e5f29b7968,althanyahfifth,55.155141,25.051743,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-45f83bae9b,althanyahfifth,55.155003,25.051851,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-f418ee4bc1,althanyahfifth,55.154856,25.051965,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-856126e010,althanyahfifth,55.154718,25.052077,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-ea95d39c0c,althanyahfifth,55.15459,25.052189,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-188bb1ad50,althanyahfifth,55.154445,25.052302,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-cd6f83e92e,althanyahfifth,55.154301,25.052407,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-37a517d630,althanyahfifth,55.15416,25.052527,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-57b33351d4,althanyahfifth,55.15403,25.052635,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-bbdbab3ff4,althanyahfifth,55.153884,25.052745,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-df1d37d830,althanyahfifth,55.153745,25.052856,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-efc3e4379e,althanyahfifth,55.1536,25.052978,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-eacd7014c0,althanyahfifth,55.153471,25.05308,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-8cebcfe936,althanyahfifth,55.153326,25.053194,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-df25765642,althanyahfifth,55.1532,25.053304,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-0317ce5a50,althanyahfifth,55.153045,25.053414,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-b04ccca411,althanyahfifth,55.152867,25.053554,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-2ff7e8d17d,althanyahfifth,55.152741,25.053652,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-c202337ebd,althanyahfifth,55.152585,25.053789,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-a74dd978c6,althanyahfifth,55.152452,25.053902,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-edcbb83b14,althanyahfifth,55.15222,25.054075,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-03eaef5395,althanyahfifth,55.152099,25.05418,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-c125c0ddd3,althanyahfifth,55.151943,25.054297,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-73baa4df0b,althanyahfifth,55.151802,25.05441,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-81f64ed044,althanyahfifth,55.15167,25.054519,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-d1b12f1a99,althanyahfifth,55.151542,25.054628,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-80b38f2a59,althanyahfifth,55.151349,25.054773,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-d4d37b3bf0,althanyahfifth,55.151212,25.054886,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-214bd71756,althanyahfifth,55.151071,25.054992,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-0a674cee57,althanyahfifth,55.150947,25.055102,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-59bed3047e,althanyahfifth,55.150812,25.055201,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-c6d71a651f,althanyahfifth,55.150477,25.055468,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-e5ee84e1a9,althanyahfifth,55.150632,25.055343,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-43786bb62a,althanyahfifth,55.150329,25.055582,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-b239891e9c,althanyahfifth,55.150184,25.055699,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-718563984e,althanyahfifth,55.150041,25.055815,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-ed9386aeb8,althanyahfifth,55.149887,25.055937,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-11876b774f,althanyahfifth,55.149729,25.056056,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALTHAN-b2625c6ed3,althanyahfifth,55.149592,25.05617,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
